Model,Dataset,ModelType,Version,test_loss,test_mae,Budget
RegressionConv,W2_16,conv_500K,version_4,0.009584760293364525,0.07049165666103363,512
RegressionConv,W2_16,conv_500K,version_0,0.12054960429668427,0.31578806042671204,64
RegressionConv,W2_16,conv_500K,version_1,0.14482857286930084,0.31606027483940125,64
RegressionConv,W2_16,conv_500K,version_2,0.19926686584949493,0.41160455346107483,64
RegressionConv,W2_16,conv_500K,version_3,0.13985371589660645,0.3287067115306854,64
RegressionConv,W2_16,conv_500K,version_4,0.07669872045516968,0.24269019067287445,64
RegressionMLP,W1_10,mlp_15M,version_0,0.17288069427013397,0.34139585494995117,128
RegressionMLP,W1_10,mlp_15M,version_1,0.21685904264450073,0.38675355911254883,128
RegressionMLP,W1_10,mlp_15M,version_2,0.2206726372241974,0.39215075969696045,128
RegressionMLP,W1_10,mlp_15M,version_3,0.1875348687171936,0.35434144735336304,128
RegressionMLP,W1_10,mlp_15M,version_4,0.18840324878692627,0.36187779903411865,128
RegressionMLP,W1_10,mlp_15M,version_0,0.07977170497179031,0.2290160059928894,256
RegressionMLP,W1_10,mlp_15M,version_1,0.06988710910081863,0.21375462412834167,256
RegressionMLP,W1_10,mlp_15M,version_2,0.07318548858165741,0.21861475706100464,256
RegressionMLP,W1_10,mlp_15M,version_3,0.06707365065813065,0.20945149660110474,256
RegressionMLP,W1_10,mlp_15M,version_4,0.07764565944671631,0.22540268301963806,256
RegressionMLP,W1_10,mlp_15M,version_0,12.556340217590332,3.0169315338134766,32
RegressionMLP,W1_10,mlp_15M,version_1,13.026708602905273,3.0869154930114746,32
RegressionMLP,W1_10,mlp_15M,version_2,13.063572883605957,3.0425453186035156,32
RegressionMLP,W1_10,mlp_15M,version_3,11.153840065002441,2.848104238510132,32
RegressionMLP,W1_10,mlp_15M,version_4,12.217905044555664,2.974708318710327,32
RegressionMLP,W1_10,mlp_15M,version_0,0.056416429579257965,0.19088581204414368,512
RegressionMLP,W1_10,mlp_15M,version_1,0.06173092871904373,0.1997452974319458,512
RegressionMLP,W1_10,mlp_15M,version_2,0.06417024880647659,0.20613572001457214,512
RegressionMLP,W1_10,mlp_15M,version_3,0.06308368593454361,0.20155543088912964,512
RegressionMLP,W1_10,mlp_15M,version_4,0.05992794409394264,0.19697514176368713,512
RegressionMLP,W1_10,mlp_15M,version_0,1.3653737306594849,0.9647205471992493,64
RegressionMLP,W1_10,mlp_15M,version_1,3.40083646774292,1.5647333860397339,64
RegressionMLP,W1_10,mlp_15M,version_2,3.3939437866210938,1.5594885349273682,64
RegressionMLP,W1_10,mlp_15M,version_3,3.3744306564331055,1.5472415685653687,64
RegressionMLP,W1_10,mlp_15M,version_4,3.7985339164733887,1.6549670696258545,64
RegressionMLP,W1_10,mlp_30M,version_0,2.765702724456787,1.3843786716461182,128
RegressionMLP,W1_10,mlp_30M,version_1,0.5998318195343018,0.6369206309318542,128
RegressionMLP,W1_10,mlp_30M,version_2,2.7917771339416504,1.4046595096588135,128
RegressionMLP,W1_10,mlp_30M,version_3,0.6845375299453735,0.6888908743858337,128
RegressionMLP,W1_10,mlp_30M,version_4,0.7199956178665161,0.7195603251457214,128
RegressionMLP,W1_10,mlp_30M,version_0,0.10568851232528687,0.2609710991382599,256
RegressionMLP,W1_10,mlp_30M,version_1,0.07868965715169907,0.2240024209022522,256
RegressionMLP,W1_10,mlp_30M,version_2,0.12692750990390778,0.28255242109298706,256
RegressionMLP,W1_10,mlp_30M,version_3,0.11911700665950775,0.2763062119483948,256
RegressionMLP,W1_10,mlp_30M,version_4,0.10558515042066574,0.2626400589942932,256
RegressionMLP,W1_10,mlp_30M,version_0,25.05788803100586,4.2435150146484375,32
RegressionMLP,W1_10,mlp_30M,version_1,30.148122787475586,4.687012672424316,32
RegressionMLP,W1_10,mlp_30M,version_2,32.45426940917969,4.857393741607666,32
RegressionMLP,W1_10,mlp_30M,version_3,31.092809677124023,4.78292179107666,32
RegressionMLP,W1_10,mlp_30M,version_4,31.986581802368164,4.83029317855835,32
RegressionMLP,W1_10,mlp_30M,version_0,0.0573413111269474,0.19242018461227417,512
RegressionMLP,W1_10,mlp_30M,version_1,34.53420639038086,5.090156555175781,512
RegressionMLP,W1_10,mlp_30M,version_2,0.059771645814180374,0.19643864035606384,512
RegressionMLP,W1_10,mlp_30M,version_3,0.0756046324968338,0.2179449498653412,512
RegressionMLP,W1_10,mlp_30M,version_4,0.060996025800704956,0.19875717163085938,512
RegressionMLP,W1_10,mlp_30M,version_0,23.500083923339844,4.145237445831299,64
RegressionMLP,W1_10,mlp_30M,version_1,23.688753128051758,4.207806587219238,64
RegressionMLP,W1_10,mlp_30M,version_2,25.87938117980957,4.400930404663086,64
RegressionMLP,W1_10,mlp_30M,version_3,25.789962768554688,4.369589328765869,64
RegressionMLP,W1_10,mlp_30M,version_4,24.055999755859375,4.227447032928467,64
RegressionMLP,W1_16,mlp_15M,version_0,0.11126474291086197,0.28832051157951355,128
RegressionMLP,W1_16,mlp_15M,version_1,0.23661620914936066,0.4184323847293854,128
RegressionMLP,W1_16,mlp_15M,version_2,0.10553640127182007,0.27752766013145447,128
RegressionMLP,W1_16,mlp_15M,version_3,0.26600587368011475,0.4258287847042084,128
RegressionMLP,W1_16,mlp_15M,version_4,0.17318978905677795,0.34826400876045227,128
RegressionMLP,W1_16,mlp_15M,version_0,0.0533464178442955,0.18724927306175232,256
RegressionMLP,W1_16,mlp_15M,version_1,0.04149162396788597,0.16528412699699402,256
RegressionMLP,W1_16,mlp_15M,version_2,0.06789910048246384,0.22233441472053528,256
RegressionMLP,W1_16,mlp_15M,version_3,0.04607144370675087,0.17791375517845154,256
RegressionMLP,W1_16,mlp_15M,version_4,0.06234608590602875,0.20776599645614624,256
RegressionMLP,W1_16,mlp_15M,version_0,0.26600182056427,0.4293442666530609,32
RegressionMLP,W1_16,mlp_15M,version_1,0.44038429856300354,0.570102870464325,32
RegressionMLP,W1_16,mlp_15M,version_2,0.34000781178474426,0.486543208360672,32
RegressionMLP,W1_16,mlp_15M,version_3,0.9800065755844116,0.8212481737136841,32
RegressionMLP,W1_16,mlp_15M,version_4,0.6246852874755859,0.6475263237953186,32
RegressionMLP,W1_16,mlp_15M,version_0,0.02030780538916588,0.11658889055252075,512
RegressionMLP,W1_16,mlp_15M,version_1,0.024396123364567757,0.1256871223449707,512
RegressionMLP,W1_16,mlp_15M,version_2,0.027019530534744263,0.13088464736938477,512
RegressionMLP,W1_16,mlp_15M,version_3,0.023594461381435394,0.12374332547187805,512
RegressionMLP,W1_16,mlp_15M,version_4,0.021838830783963203,0.11952392756938934,512
RegressionMLP,W1_16,mlp_15M,version_0,0.8558176755905151,0.7455629706382751,64
RegressionMLP,W1_16,mlp_15M,version_1,0.2781435549259186,0.43502476811408997,64
RegressionMLP,W1_16,mlp_15M,version_2,0.2066667377948761,0.3698330223560333,64
RegressionMLP,W1_16,mlp_15M,version_3,0.30730411410331726,0.41729190945625305,64
RegressionMLP,W1_16,mlp_15M,version_4,0.7515833377838135,0.623675525188446,64
RegressionMLP,W1_16,mlp_30M,version_0,0.24342907965183258,0.4144165813922882,128
RegressionMLP,W1_16,mlp_30M,version_1,0.2585330903530121,0.40958651900291443,128
RegressionMLP,W1_16,mlp_30M,version_2,0.3554162085056305,0.5211567282676697,128
RegressionMLP,W1_16,mlp_30M,version_3,0.27251288294792175,0.44307491183280945,128
RegressionMLP,W1_16,mlp_30M,version_4,0.2925393581390381,0.4536314904689789,128
RegressionMLP,W1_16,mlp_30M,version_0,0.06047036498785019,0.20124220848083496,256
RegressionMLP,W1_16,mlp_30M,version_1,0.06980551779270172,0.21930637955665588,256
RegressionMLP,W1_16,mlp_30M,version_2,0.08654884248971939,0.24942165613174438,256
RegressionMLP,W1_16,mlp_30M,version_3,0.08602041751146317,0.24564403295516968,256
RegressionMLP,W1_16,mlp_30M,version_4,0.06608285754919052,0.21588146686553955,256
RegressionMLP,W1_16,mlp_30M,version_0,3.4332492351531982,1.546152949333191,32
RegressionMLP,W1_16,mlp_30M,version_1,3.9822845458984375,1.673498272895813,32
RegressionMLP,W1_16,mlp_30M,version_2,3.270472526550293,1.5520964860916138,32
RegressionMLP,W1_16,mlp_30M,version_3,1.6747251749038696,1.0756217241287231,32
RegressionMLP,W1_16,mlp_30M,version_4,3.517616033554077,1.5638266801834106,32
RegressionMLP,W1_16,mlp_30M,version_0,0.023881571367383003,0.12502433359622955,512
RegressionMLP,W1_16,mlp_30M,version_1,0.02683495730161667,0.13381275534629822,512
RegressionMLP,W1_16,mlp_30M,version_2,0.02791423350572586,0.13343581557273865,512
RegressionMLP,W1_16,mlp_30M,version_3,0.025395642966032028,0.1288960874080658,512
RegressionMLP,W1_16,mlp_30M,version_4,0.02302890457212925,0.12191085517406464,512
RegressionMLP,W1_16,mlp_30M,version_0,4.424276351928711,1.7450892925262451,64
RegressionMLP,W1_16,mlp_30M,version_1,4.947657585144043,1.8948999643325806,64
RegressionMLP,W1_16,mlp_30M,version_2,8.990299224853516,2.57989501953125,64
RegressionMLP,W1_16,mlp_30M,version_3,3.3242344856262207,1.5320013761520386,64
RegressionMLP,W1_16,mlp_30M,version_4,7.279754161834717,2.3315045833587646,64
RegressionMLP,W2_10,mlp_15M,version_0,0.05386390537023544,0.20561176538467407,128
RegressionMLP,W2_10,mlp_15M,version_1,0.01931411400437355,0.12298036366701126,128
RegressionMLP,W2_10,mlp_15M,version_2,0.013036956079304218,0.0974261537194252,128
RegressionMLP,W2_10,mlp_15M,version_3,0.0430629588663578,0.18757364153862,128
RegressionMLP,W2_10,mlp_15M,version_4,0.004952974617481232,0.05921192839741707,128
RegressionMLP,W2_10,mlp_15M,version_0,0.00475192628800869,0.05553914234042168,256
RegressionMLP,W2_10,mlp_15M,version_1,0.0068763126619160175,0.06707451492547989,256
RegressionMLP,W2_10,mlp_15M,version_2,0.014127749018371105,0.09617934376001358,256
RegressionMLP,W2_10,mlp_15M,version_3,0.0033814532216638327,0.04831131920218468,256
RegressionMLP,W2_10,mlp_15M,version_4,0.008515434339642525,0.0735458955168724,256
RegressionMLP,W2_10,mlp_15M,version_0,0.0947403609752655,0.2538776397705078,32
RegressionMLP,W2_10,mlp_15M,version_1,0.19281843304634094,0.38135549426078796,32
RegressionMLP,W2_10,mlp_15M,version_2,0.028197940438985825,0.1450292468070984,32
RegressionMLP,W2_10,mlp_15M,version_3,0.10007096081972122,0.2756958603858948,32
RegressionMLP,W2_10,mlp_15M,version_4,0.1796313226222992,0.36878687143325806,32
RegressionMLP,W2_10,mlp_15M,version_0,0.004035472869873047,0.05236257240176201,512
RegressionMLP,W2_10,mlp_15M,version_1,0.00654677813872695,0.0671197846531868,512
RegressionMLP,W2_10,mlp_15M,version_2,0.005254821851849556,0.05918121710419655,512
RegressionMLP,W2_10,mlp_15M,version_3,0.004946852568536997,0.05906664952635765,512
RegressionMLP,W2_10,mlp_15M,version_4,0.005392804276198149,0.057870883494615555,512
RegressionMLP,W2_10,mlp_15M,version_0,0.030474886298179626,0.14387860894203186,64
RegressionMLP,W2_10,mlp_15M,version_1,0.03535483032464981,0.158677339553833,64
RegressionMLP,W2_10,mlp_15M,version_2,0.03629833832383156,0.16570061445236206,64
RegressionMLP,W2_10,mlp_15M,version_3,0.05847562476992607,0.20717063546180725,64
RegressionMLP,W2_10,mlp_15M,version_4,0.08837201446294785,0.25061267614364624,64
RegressionMLP,W2_10,mlp_30M,version_0,0.03848972171545029,0.16485431790351868,128
RegressionMLP,W2_10,mlp_30M,version_1,0.06246612221002579,0.21032553911209106,128
RegressionMLP,W2_10,mlp_30M,version_2,0.17371588945388794,0.3645426332950592,128
RegressionMLP,W2_10,mlp_30M,version_3,0.027316469699144363,0.12599754333496094,128
RegressionMLP,W2_10,mlp_30M,version_4,0.2178657054901123,0.4043205678462982,128
RegressionMLP,W2_10,mlp_30M,version_0,0.02852434664964676,0.14896830916404724,256
RegressionMLP,W2_10,mlp_30M,version_1,0.008969245478510857,0.07796192914247513,256
RegressionMLP,W2_10,mlp_30M,version_2,0.017565123736858368,0.11301297694444656,256
RegressionMLP,W2_10,mlp_30M,version_3,0.007910928688943386,0.07276063412427902,256
RegressionMLP,W2_10,mlp_30M,version_4,0.009085014462471008,0.08265223354101181,256
RegressionMLP,W2_10,mlp_30M,version_0,14.768969535827637,3.3165745735168457,32
RegressionMLP,W2_10,mlp_30M,version_1,17.716588973999023,3.6322991847991943,32
RegressionMLP,W2_10,mlp_30M,version_2,20.21501350402832,3.8758623600006104,32
RegressionMLP,W2_10,mlp_30M,version_3,15.653225898742676,3.4013803005218506,32
RegressionMLP,W2_10,mlp_30M,version_4,6.618391990661621,2.215507745742798,32
RegressionMLP,W2_10,mlp_30M,version_0,0.007485894486308098,0.06897833198308945,512
RegressionMLP,W2_10,mlp_30M,version_1,0.004898646380752325,0.057664964348077774,512
RegressionMLP,W2_10,mlp_30M,version_2,0.007660423405468464,0.0720658227801323,512
RegressionMLP,W2_10,mlp_30M,version_3,0.0046931421384215355,0.05712336674332619,512
RegressionMLP,W2_10,mlp_30M,version_4,0.004480898380279541,0.053767573088407516,512
RegressionMLP,W2_10,mlp_30M,version_0,12.48028564453125,3.029965400695801,64
RegressionMLP,W2_10,mlp_30M,version_1,15.420241355895996,3.3672597408294678,64
RegressionMLP,W2_10,mlp_30M,version_2,24.96194076538086,4.296746253967285,64
RegressionMLP,W2_10,mlp_30M,version_3,15.862757682800293,3.4300923347473145,64
RegressionMLP,W2_10,mlp_30M,version_4,12.667243003845215,3.054291009902954,64
RegressionMLP,W2_16,mlp_15M,version_0,0.024811018258333206,0.13614363968372345,128
RegressionMLP,W2_16,mlp_15M,version_1,0.008974475786089897,0.08295339345932007,128
RegressionMLP,W2_16,mlp_15M,version_2,0.018316591158509254,0.11423860490322113,128
RegressionMLP,W2_16,mlp_15M,version_3,0.03399445116519928,0.1585136502981186,128
RegressionMLP,W2_16,mlp_15M,version_4,0.022261910140514374,0.12483783066272736,128
RegressionMLP,W2_16,mlp_15M,version_0,0.0012447211192920804,0.028538186103105545,256
RegressionMLP,W2_16,mlp_15M,version_1,0.0025489774998277426,0.044256217777729034,256
RegressionMLP,W2_16,mlp_15M,version_2,0.0023872556630522013,0.04073825478553772,256
RegressionMLP,W2_16,mlp_15M,version_3,0.01014364417642355,0.08384007215499878,256
RegressionMLP,W2_16,mlp_15M,version_4,0.009037564508616924,0.0880473256111145,256
RegressionMLP,W2_16,mlp_15M,version_0,1.8689494132995605,1.1763110160827637,32
RegressionMLP,W2_16,mlp_15M,version_1,1.1684139966964722,0.9324003458023071,32
RegressionMLP,W2_16,mlp_15M,version_2,1.332274317741394,0.9896705150604248,32
RegressionMLP,W2_16,mlp_15M,version_3,2.467716932296753,1.3638215065002441,32
RegressionMLP,W2_16,mlp_15M,version_4,1.231968879699707,0.9591102004051208,32
RegressionMLP,W2_16,mlp_15M,version_0,0.0009893540991470218,0.025055941194295883,512
RegressionMLP,W2_16,mlp_15M,version_1,0.0016006574733182788,0.03217533230781555,512
RegressionMLP,W2_16,mlp_15M,version_2,0.0025159581564366817,0.04381020367145538,512
RegressionMLP,W2_16,mlp_15M,version_3,0.0012892326340079308,0.02689652144908905,512
RegressionMLP,W2_16,mlp_15M,version_4,0.002001064596697688,0.03498981148004532,512
RegressionMLP,W2_16,mlp_15M,version_0,0.2658988833427429,0.4455147087574005,64
RegressionMLP,W2_16,mlp_15M,version_1,0.07992400228977203,0.23839811980724335,64
RegressionMLP,W2_16,mlp_15M,version_2,0.49564099311828613,0.5976918935775757,64
RegressionMLP,W2_16,mlp_15M,version_3,0.2550206184387207,0.43566378951072693,64
RegressionMLP,W2_16,mlp_15M,version_4,0.040236592292785645,0.19282524287700653,64
RegressionMLP,W2_16,mlp_30M,version_0,0.022420814260840416,0.1444527953863144,128
RegressionMLP,W2_16,mlp_30M,version_1,0.011479070410132408,0.0858519971370697,128
RegressionMLP,W2_16,mlp_30M,version_2,0.008756502531468868,0.08783479034900665,128
RegressionMLP,W2_16,mlp_30M,version_3,0.04337909072637558,0.17403824627399445,128
RegressionMLP,W2_16,mlp_30M,version_4,0.03237765282392502,0.1414758712053299,128
RegressionMLP,W2_16,mlp_30M,version_0,0.002032708842307329,0.038260601460933685,256
RegressionMLP,W2_16,mlp_30M,version_1,0.013218321837484837,0.09058760106563568,256
RegressionMLP,W2_16,mlp_30M,version_2,0.009578672237694263,0.077586829662323,256
RegressionMLP,W2_16,mlp_30M,version_3,0.004878666717559099,0.05992431193590164,256
RegressionMLP,W2_16,mlp_30M,version_4,0.0037393670063465834,0.05161347985267639,256
RegressionMLP,W2_16,mlp_30M,version_0,21.098844528198242,3.9613029956817627,32
RegressionMLP,W2_16,mlp_30M,version_1,23.523637771606445,4.213967800140381,32
RegressionMLP,W2_16,mlp_30M,version_2,11.041952133178711,2.8720524311065674,32
RegressionMLP,W2_16,mlp_30M,version_3,9.74532413482666,2.6886608600616455,32
RegressionMLP,W2_16,mlp_30M,version_4,20.01807403564453,3.866365432739258,32
RegressionMLP,W2_16,mlp_30M,version_0,0.0011090496554970741,0.028381872922182083,512
RegressionMLP,W2_16,mlp_30M,version_1,0.00114052661228925,0.026755046099424362,512
RegressionMLP,W2_16,mlp_30M,version_2,0.0030083516612648964,0.04665699601173401,512
RegressionMLP,W2_16,mlp_30M,version_3,0.0011686031939461827,0.025670938193798065,512
RegressionMLP,W2_16,mlp_30M,version_4,0.0018532383255660534,0.03474384546279907,512
RegressionMLP,W2_16,mlp_30M,version_0,6.911703109741211,2.272841691970825,64
RegressionMLP,W2_16,mlp_30M,version_1,6.552556037902832,2.216102361679077,64
RegressionMLP,W2_16,mlp_30M,version_2,12.045980453491211,2.987262725830078,64
RegressionMLP,W2_16,mlp_30M,version_3,12.041791915893555,3.00588059425354,64
RegressionMLP,W2_16,mlp_30M,version_4,3.116971969604492,1.4975135326385498,64
RegressionVit,W1_10,vit_15M,version_0,0.3035602569580078,0.44399207830429077,128
RegressionVit,W1_10,vit_15M,version_1,0.30830246210098267,0.44728636741638184,128
RegressionVit,W1_10,vit_15M,version_2,0.21423354744911194,0.36072075366973877,128
RegressionVit,W1_10,vit_15M,version_3,0.22385451197624207,0.3774630129337311,128
RegressionVit,W1_10,vit_15M,version_4,0.14802978932857513,0.30618757009506226,128
RegressionVit,W1_10,vit_15M,version_0,0.15231695771217346,0.3173672556877136,256
RegressionVit,W1_10,vit_15M,version_1,0.1257191151380539,0.2814760208129883,256
RegressionVit,W1_10,vit_15M,version_2,0.1618167906999588,0.3178543150424957,256
RegressionVit,W1_10,vit_15M,version_3,0.15163765847682953,0.3134525418281555,256
RegressionVit,W1_10,vit_15M,version_4,0.11006733775138855,0.2708445191383362,256
RegressionVit,W1_10,vit_15M,version_0,23.43239402770996,4.117587566375732,32
RegressionVit,W1_10,vit_15M,version_1,24.906435012817383,4.28162956237793,32
RegressionVit,W1_10,vit_15M,version_2,36.37896728515625,5.153790473937988,32
RegressionVit,W1_10,vit_15M,version_3,36.97505569458008,5.169776439666748,32
RegressionVit,W1_10,vit_15M,version_4,24.360950469970703,4.030434608459473,32
RegressionVit,W1_10,vit_15M,version_0,0.07846038788557053,0.2238209843635559,512
RegressionVit,W1_10,vit_15M,version_1,0.07535608112812042,0.22187337279319763,512
RegressionVit,W1_10,vit_15M,version_2,0.08288230746984482,0.23439356684684753,512
RegressionVit,W1_10,vit_15M,version_3,0.07696416229009628,0.22354480624198914,512
RegressionVit,W1_10,vit_15M,version_4,0.08698274940252304,0.2380155622959137,512
RegressionVit,W1_10,vit_15M,version_0,6.310459613800049,2.0061094760894775,64
RegressionVit,W1_10,vit_15M,version_1,2.5432024002075195,1.2461169958114624,64
RegressionVit,W1_10,vit_15M,version_2,11.682441711425781,2.8882040977478027,64
RegressionVit,W1_10,vit_15M,version_3,1.3116041421890259,0.9489064812660217,64
RegressionVit,W1_10,vit_15M,version_4,2.488750457763672,1.2976698875427246,64
RegressionVit,W1_10,vit_1M,version_0,0.12360638380050659,0.28407877683639526,128
RegressionVit,W1_10,vit_1M,version_1,0.11666666716337204,0.27478551864624023,128
RegressionVit,W1_10,vit_1M,version_2,0.1156470775604248,0.27279067039489746,128
RegressionVit,W1_10,vit_1M,version_3,0.11286430805921555,0.27221477031707764,128
RegressionVit,W1_10,vit_1M,version_4,0.11669415235519409,0.2777271866798401,128
RegressionVit,W1_10,vit_1M,version_0,0.08472146838903427,0.23783937096595764,256
RegressionVit,W1_10,vit_1M,version_1,0.0894506499171257,0.2443699836730957,256
RegressionVit,W1_10,vit_1M,version_2,0.08180439472198486,0.2332746386528015,256
RegressionVit,W1_10,vit_1M,version_3,0.0869644284248352,0.24035483598709106,256
RegressionVit,W1_10,vit_1M,version_4,0.08739104121923447,0.2392088770866394,256
RegressionVit,W1_10,vit_1M,version_0,0.1603517234325409,0.3209691643714905,32
RegressionVit,W1_10,vit_1M,version_1,0.24603551626205444,0.39937806129455566,32
RegressionVit,W1_10,vit_1M,version_2,0.23315036296844482,0.37780308723449707,32
RegressionVit,W1_10,vit_1M,version_3,0.2331782579421997,0.39199358224868774,32
RegressionVit,W1_10,vit_1M,version_4,0.25904226303100586,0.4127434492111206,32
RegressionVit,W1_10,vit_1M,version_0,0.06975580751895905,0.2131492793560028,512
RegressionVit,W1_10,vit_1M,version_1,0.0722765401005745,0.21554723381996155,512
RegressionVit,W1_10,vit_1M,version_2,0.07158034294843674,0.21519029140472412,512
RegressionVit,W1_10,vit_1M,version_3,0.07348499447107315,0.22046446800231934,512
RegressionVit,W1_10,vit_1M,version_4,0.06832501292228699,0.21101298928260803,512
RegressionVit,W1_10,vit_1M,version_0,0.2601218819618225,0.4057108759880066,64
RegressionVit,W1_10,vit_1M,version_1,0.20707471668720245,0.36241263151168823,64
RegressionVit,W1_10,vit_1M,version_2,0.26160645484924316,0.4111301302909851,64
RegressionVit,W1_10,vit_1M,version_3,0.25861021876335144,0.41303694248199463,64
RegressionVit,W1_10,vit_1M,version_4,0.2591192424297333,0.4054411053657532,64
RegressionVit,W1_10,vit_500K,version_0,0.1110166385769844,0.269625723361969,128
RegressionVit,W1_10,vit_500K,version_1,0.09593386948108673,0.24599283933639526,128
RegressionVit,W1_10,vit_500K,version_2,0.12203030288219452,0.27985674142837524,128
RegressionVit,W1_10,vit_500K,version_3,0.08288601040840149,0.23047101497650146,128
RegressionVit,W1_10,vit_500K,version_4,0.08645737171173096,0.2312411069869995,128
RegressionVit,W1_10,vit_500K,version_0,0.07941664010286331,0.2255292534828186,256
RegressionVit,W1_10,vit_500K,version_1,0.07988810539245605,0.22636020183563232,256
RegressionVit,W1_10,vit_500K,version_2,0.08351245522499084,0.22869306802749634,256
RegressionVit,W1_10,vit_500K,version_3,0.07157779484987259,0.21234294772148132,256
RegressionVit,W1_10,vit_500K,version_4,0.08063287287950516,0.2242984175682068,256
RegressionVit,W1_10,vit_500K,version_0,0.2673245966434479,0.41441571712493896,32
RegressionVit,W1_10,vit_500K,version_1,0.2310941517353058,0.39054566621780396,32
RegressionVit,W1_10,vit_500K,version_2,0.15914899110794067,0.3182501792907715,32
RegressionVit,W1_10,vit_500K,version_3,0.17399205267429352,0.3363915681838989,32
RegressionVit,W1_10,vit_500K,version_4,0.2053569108247757,0.36780911684036255,32
RegressionVit,W1_10,vit_500K,version_0,0.06441371142864227,0.2032458782196045,512
RegressionVit,W1_10,vit_500K,version_1,0.06833464652299881,0.20785710215568542,512
RegressionVit,W1_10,vit_500K,version_2,0.06733600050210953,0.2064332664012909,512
RegressionVit,W1_10,vit_500K,version_3,0.06799786537885666,0.20778822898864746,512
RegressionVit,W1_10,vit_500K,version_4,0.06686250120401382,0.20626342296600342,512
RegressionVit,W1_10,vit_500K,version_0,0.2053188681602478,0.3597230315208435,64
RegressionVit,W1_10,vit_500K,version_1,0.21124932169914246,0.369659423828125,64
RegressionVit,W1_10,vit_500K,version_2,0.2692764103412628,0.39726167917251587,64
RegressionVit,W1_10,vit_500K,version_3,0.26007193326950073,0.4072111248970032,64
RegressionVit,W1_10,vit_500K,version_4,0.1711132526397705,0.3385927677154541,64
RegressionVit,W1_10,vit_5M,version_0,0.11204399913549423,0.2702590823173523,128
RegressionVit,W1_10,vit_5M,version_1,0.11426016688346863,0.2749582529067993,128
RegressionVit,W1_10,vit_5M,version_2,0.1088772863149643,0.26543310284614563,128
RegressionVit,W1_10,vit_5M,version_3,0.11943037807941437,0.2798834443092346,128
RegressionVit,W1_10,vit_5M,version_4,0.11464259773492813,0.2759162187576294,128
RegressionVit,W1_10,vit_5M,version_0,0.08846277743577957,0.24090471863746643,256
RegressionVit,W1_10,vit_5M,version_1,0.08059971034526825,0.22967520356178284,256
RegressionVit,W1_10,vit_5M,version_2,0.07592994719743729,0.22530820965766907,256
RegressionVit,W1_10,vit_5M,version_3,0.0886821523308754,0.24232277274131775,256
RegressionVit,W1_10,vit_5M,version_4,0.07569117844104767,0.22363251447677612,256
RegressionVit,W1_10,vit_5M,version_0,0.2977266013622284,0.43514007329940796,32
RegressionVit,W1_10,vit_5M,version_1,0.260849267244339,0.40951812267303467,32
RegressionVit,W1_10,vit_5M,version_2,0.28470513224601746,0.4283578395843506,32
RegressionVit,W1_10,vit_5M,version_3,0.2872106730937958,0.42975109815597534,32
RegressionVit,W1_10,vit_5M,version_4,0.24242036044597626,0.39319056272506714,32
RegressionVit,W1_10,vit_5M,version_0,0.07237379997968674,0.2156025767326355,512
RegressionVit,W1_10,vit_5M,version_1,0.0729101300239563,0.21728390455245972,512
RegressionVit,W1_10,vit_5M,version_2,0.06937507539987564,0.21187558770179749,512
RegressionVit,W1_10,vit_5M,version_3,0.07035358250141144,0.21328553557395935,512
RegressionVit,W1_10,vit_5M,version_4,0.07007583975791931,0.2118484377861023,512
RegressionVit,W1_10,vit_5M,version_0,0.2096909135580063,0.37160247564315796,64
RegressionVit,W1_10,vit_5M,version_1,0.28462305665016174,0.43181633949279785,64
RegressionVit,W1_10,vit_5M,version_2,0.24789777398109436,0.40143996477127075,64
